Diarienummer;Sîkbegrepp
M-1995-2043;BJôRKDALA 1:2 RONE
M-1995-2047;BôLSKE 1:33 EKE
M-1995-2048;MICKELS 1:21 NéS
M-1995-2049;HALLBENARVE 1:6 HABLINGBO
M-1995-2050;MICKELS 1:32 HABLINGBO
M-1995-2051;OLOVS 1:20 ôJA
M-1995-2052;ROFINDS 1:14 VAMLINGBO
M-1995-2053;BJôRKLUNDA 1:2 ôJA
M-1995-2054;SANDE 1:26 ôSTERGARN
M-1995-2057;SUFARVE 1:20 KRéKLINGBO
M-1995-2059;SOJVIDE 1:22 L:A SJONHEM
M-1995-2060;HALLUTE 1:8 ARDRE
M-1995-2061;TUMMELBOS 1:17 LEVIDE
M-1995-2062;HALLEGèRDA 1:28 HALLA
M-1995-2063;ROTARVE 1:65 LYE
M-1995-2064;EKEBYS 1:37 STENKYRKA
M-1995-2069;ôVERSTEKVARN 1:51 LUMMELUNDA
M-1995-2072;HéGUR 1:30 BUNGE
M-1995-2073;SIGTERS 1:26 HAVDHEM
M-1995-2077;BôLSKE 3:2 EKE
M-1995-2079;SKOGS 1:12 ?
M-1995-2083;VINOR 1:99 FèRô
M-1995-2084;S:T MICHAEL 16 VISBY
M-1995-2088;BOXARVE 1:42 LEVIDE
M-1995-2089;BRINGES 1:18 ôJA
M-1995-2090;VIVUNGS 1:9 VéNGE
M-1995-2091;VéSTERBY 1:60 SANDA
M-1995-2092;HALLGèRDS 1:37 ôSTERGARN
M-1995-2095;STENGèRDE 1:2 TOFTA
M-1995-2096;LILLEGèRDS 1:10 RONE
M-1995-2097;RANGSTéDE 3:1 TOFTA
M-1995-2102;ERIKS 1:1 LYE
M-1995-2103;BONDARVE 1:24 BURS
M-1995-2106;VISBY MURGATAN 45 S:A
M-1995-2108;LUNDERHAGE 1:20 FLERINGE
M-1995-2109;NYGèRDS 1:133 VéSTERHEJDE
M-1995-2111;RANTARVE 1:13-1:17 HALLA
M-1995-2112;GRAUSNE 2:1 LAUKS 1:15
M-1995-2113;HEMMOR 1:35 NéR
M-1995-2115;VIDFéLLEGARNUDDEN 5:94 KRéKLINGBO
M-1995-2116;NYGèRDS 1:205 VéSTERHEJDE
M-1995-2117;NYGèRDS 1:285 VéSTERHEJDE
M-1995-2125;BLéSNUNGS 1:85 /LKB 473
M-1995-2126;SIMUNDS 1:12 1:51 1:60 FèRô
M-1995-2127;KYRKEBYS 1:4 STENKYRKA
M-1995-2129;KROKSTéDE 1:86 TOFTA
M-1995-2130;BLéSNUNGS 1:118 ST VéSKINDE
M-1995-2131;VINOR 1:2 FèRô
M-1995-2132;LUNDARHAGE 1:2 FLERINGE
M-1995-2133;GANGVIDE 1:10 NéR
M-1995-2134;UNGHAUSE 1:42 ESKELHEM
M-1995-2136;ôSTERBY 1:17 ANGA
M-1995-2137;EKEBY 1:74 ESKELHEM
M-1995-2139;MYRE ST 2:41 MARTEBO
M-1995-2142;BOTTARVE 1:27 FRôJEL
M-1995-2143;BOPPARVE 1:30 EKSTA
M-1995-2144;VIVLINGS 1:19 HELLVI
M-1995-2145;STENSTUGèRDS 1:10 EKEBY
M-1995-2146;LAIKUNGSRUM 1:20 2:1 ôJA
M-1995-2148;KLINTE 1:83 FOLLINGBO
M-1995-2149;TRAUME 1:12 TRéKUMLA
M-1995-2150;BROUNGS 1:22 BUNGE
M-1995-2152;LAURITSE 1:11 ALA
M-1995-2156;RYFTES 1:19 FOLE
M-1995-2157;KROKSTéDE 1:37 TOFTA
M-1995-2158;HALLBJéNNE 1:23 NéR
M-1995-2159;STENSTUGU 6:1 HEJDE
M-1995-2161;STENSTUGU 6:1 HEJDE
M-1995-2162;FJELLS LILLA 1:18 ENDRE
M-1995-2163;FILE 1:22 OTHEM
M-1995-2164;KYRKEBINGE 1:55 GOTHEM
M-1995-2166;SALLMUNDS 3:1 MéSTERBY
M-1995-2168;NYGèRDS 1:17 HELLVIGS 1:31 FOLE
M-1995-2170;HALTARVE 1:5 L:A LOKRUME
M-1995-2171;ANGLARVE 1:24 TRéKUMLA
M-1995-2173;VALDE 1:29 ESKELHEM
M-1995-2174;KLAUSE 1:39 KLINTE
M-1995-2177;HOTELL S:T CLEMENS
M-1995-2179;GODRINGS 1:23 GANTHEM
M-1995-2180;BOTVIDE 1:66 SANDA
M-1995-2181;BJéRGES 2:1 VALLSTENA
M-1995-2186;ERIKS 1:1 LYE
M-1995-2190;HEMMOR 1:55 NéR
M-1995-2191;SéLLE 4:1 FRôJEL
M-1995-2196;BéCKS 1:36 ENDRE
M-1995-2199;VERKEGARDS 2:20 FèRô
M-1995-2200;NIOME 1:24 STENKYRKA
M-1995-2203;HAMMARS 1:53 FèRô
M-1995-2204;KYRKEBOLS 1:18 HELLVI
M-1995-2205;VéGOME LILLA 1:30 LéRBRO
M-1995-2207;KROKSTéDE 1:159 TOFTA
M-1995-2208;ANTARVE 1:14, HAVDHEM
M-1995-2210;STALE 1:39 RONE
M-1995-2211;KLINTEBYS 1:31 KLINTEHAMN
M-1995-2214;STENSTUGU 1:2 NéR
M-1995-2217;ENDREGèRDA ST. 1:7 ENDRE
M-1995-2218;MICKELGèRDS 1:17 1:18 NéR
M-1995-2225;RANGSRAVE 1:32 NéS
M-1995-2226;LINGSTOMTEN 1:1 NéS
M-1995-2227;LINGSARVE 1:13 NéS
M-1995-2228;RANGSARVE 1:28 NéS
M-1995-2229;LINGSARVE 1:19 NéS
M-1995-2230;RANGSARVE 1:30 NéS
M-1995-2231;LINGSARVE 1:18 NéS
M-1995-2232;LINGSARVE 1:4 NéS
M-1995-2233;SKèLS 1:39 NéS
M-1995-2234;LINGSARVE 1:9 NéS
M-1995-2235;LINGSARVE 1:16 NéS
M-1995-2236;STENSTUGU 1:51 OTHEM
M-1995-2237;SVENS EKE 1:5 FèRô
M-1995-2238;LERE ENDRE 1:31 ENDRE
M-1995-2239;DUCKER 1:26 BUNGE
M-1995-2240;SUDERKVIE 1:15 GRôTLINGBO
M-1995-2242;KROKSTéDE 1:141 TOFTA
M-1995-2244;BOFRIDE 1:32 ALSKOG
M-1995-2245;SKOGBY 1:68 GAMMELGARN
M-1995-2248;STRANDS 9:2 KLINTE
M-1995-2249;ôSTERBY 1:70 OTHEM
M-1995-2251;MAMGSARVE 1:9 EKEBY
M-1995-2254;ST:A GERTRUD 13
M-1995-2255;HALLVARDS L:A 3:1 HABLINGBO
M-1995-2259;S:TA MARIA 36 VISBY
M-1995-2260;GôSTAVS 1:52 FRôJEL
M-1995-2265;HALLINGE 1:6 GRôTLINGBO
M-1995-2266;BUNNE 1:28 HôRSNE
M-1995-2272;HALLGèRDSM 1:15 ALSKOG
M-1995-2273;NYGèRDS 1:275 VéSTERHEJDE
M-1995-2274;BYSSEGèRDA 1:10 HOGRéN
M-1995-2275;BUTRAJVS 1:6 ARDRE
M-1995-2276;SMISS 3:1 LYE
M-1995-2277;S:T HANSGATAN, VISBY
M-1995-2279;HALSEGèRDE 1:39 ARDRE
M-1995-2283;BéCKS 1:36 ENDRE
M-1995-2287;ANDARVE 1:6 BARA
M-1995-2288;BROA 1:94 FèRô
M-1995-2289;BENGTS 1:12 ôSTERGARN
M-1995-2290;NORRBYS 1:25 BARLINGBO
M-1995-2298;RINGVIDE 1:28 LéRBRO
M-1995-2300;HéGVALDS 1:32 ROMA
M-1995-2301;KAUNGS 6:3 VéSKINDE
M-1995-2302;NORS 1:109 VéSKINDE
M-1995-2304;KAUPARVE 1:15 GRôTLINGBO
M-1995-2306;SYSNE 1:1 ôSTERGARN
M-1995-2307;GASMORA 4:18 ST FèRô
M-1995-2308;GASEMORA 4:18 ST FèRô
M-1995-2309;REMBS 1:6 G VAMLINGBO
M-1995-2310;HALOR 1:11 RONE
M-1995-2311;HALTARVE 1:5 L:A LOKRUME
M-1995-2312;GERTRUD S:TA 13 VISBY
M-1995-2315;NYGèRDS 1:149 VéSTERHEJDE
M-1995-2316;HEMMUNGS 1:51 ANGA
M-1995-2319;GUTE 1:9 BéL
M-1995-2320;GUTE 1:68 BéL
M-1995-2321;STUCKS 1:336 BUNGE
M-1995-2323;KAUPUNGS 1:60 ARDRE
M-1995-2325;SUDERBYS 3:1 SJONHEM
M-1995-2326;BOTVIDE 1:65 SANDA
M-1995-2327;KARBY 3:1 ROMA
M-1995-2330;MANNEGèRDA 1:17 LYE
M-1995-2331;MICKELGèRDS 1:8 VéSKINDE
M-1995-2333;ANGLARVE 1:26 TRéKUMLA
M-1995-2334;BUTERS 1:5 HOGRéN
M-1995-2339;STRANDRIDAREGèRD 1:20 OTHEM
M-1995-2340;EKESE 1:21 LJUGARN
M-1995-2341;ROMAKLOSTER 1:182 ROMA
M-1995-2343;ST MICKELGèRDS 1:8 VéSKINDE
M-1995-2348;KYRKEBINGE 1:54 GOTHEM
M-1995-2349;BROSKOGS 1:21,FèRô
M-1995-2350;TIMANS 1:19 ROMA
M-1995-2352;NORRBYS 1:47 FOLLINGBO
M-1995-2360;DIBJERS 1:23 HôRSNE
M-1995-2361;DIBJERS 1:13 HôRSNE
M-1995-2363;RINGVIDE 1:30 VéSKINDE
M-1995-2364;KULDE 1:39 GARDA
M-1995-2365;VELINGE L:A 1:20 BUTTLE
M-1995-2366;ROES 1:63 RONE
M-1995-2369;BOSARVE 1:45 STèNGA
M-1995-2378;AUSTRE 1:27 VAMLINGBO
M-1995-2379;BôLSKE 1:33 EKE
M-1995-2380;SKOLTOMTEN 2:1 VALL
M-1995-2381;SUDERVANGE 1:15 LéRBRO
M-1995-2382;BôLSKE 1:36 EKE
M-1995-2384;GRéNE 4:4 VéTE
M-1995-2387;BURGE 1:12 ôJA
M-1995-2388;BURGE 1:10 ôJA
M-1995-2389;SIGFRIDE 1:2 ôJA
M-1995-2390;STOCKVIKE 1:9 ôJA
M-1995-2391;BURGE 1:6 ôJA
M-1995-2395;NYSTUGU 1:6 TINGSTéDE
M-1995-2396;GANNARVE 1:83 HEMSE
M-1995-2398;VARPLôSE 1:14 BJôRKE
M-1995-2404;éNGGèRDA 1.21 1:16 ANGA
M-1995-2405;TOMASE 1:61 ôSTERGARNS
M-1995-2407;VALLE 1:84 KLINTE
M-1995-2408;HALOR 1:170 RONEHAMN
M-1995-2410;VALLE 1:201 KLINTEHAMN
M-1995-2411;RèGèKRE 1:15 HEJDE
M-1995-2412;GERVALDS 1:22 VAMLINGBO
M-1995-2418;NYGèRDS 1:54 VéSTERHEJDE
M-1995-2419;MANGSARVE 4:1 NORRLANDA
M-1995-2420;NYGèRDS 1:275 VéSTERHEJDE
M-1995-2421;BèTARE 6:25 GOTHEM
M-1995-2422;SUMUNDS 1:29 FèRô
M-1995-2423;BOPPARVE 1:30 EKSTA
M-1995-2424;ANLUNDAR 2:1 VAMLINGBO
M-1995-2427;LARSARVE1:49 ROMA
M-1995-2428;BRINGSARVE 1:28 ESKELHEM
M-1995-2429;LèNGGUTES 1:8 MéSTERBY
M-1995-2437;PRéSTGèRDEN 1:1 OTHEM
M-1995-2438;ôSTERLINGS 1:39 STèNGA
M-1995-2439;FURILDEN 1:1 RUTE
M-1995-2440;BISKOPSHôJDEN 1:17 BUNGE
M-1995-2442;NYSTUGU 1:43 SANDA
M-1995-2447;KLAUSE 1:35 KLINTEHAMN
M-1995-2448;LICKSARVE 1:19 TOFTA
M-1995-2449;GRINDS 2:2 VALLSTENA
M-1995-2458;VIVLINGS 1:115 HELLVI
M-1995-2464;KYRKJUVES 1:31 VéNGE
M-1995-2465;SUDERBYS 1:8 VéNGE
M-1995-2466;ROBBJENS 1:53 KLINTE
M-1995-2467;SKéGGSTéDE 1:4 KéLLUNGE
M-1995-2468;BRONNGS 1:96 BUNGE
M-1995-2470;NORS 1:129 VéSKINDE
M-1995-2472;BROSKOGS 1:13 FèRô
M-1995-2473;HéRDARVE 1:3 EKE
M-1995-2474;PRéSTGèRDEN 1:1B SANDA
M-1995-2475;SKéLLHORNS 1:3 KéLLUNGE
M-1995-2482;SUDERBUS 1:8 DALHEM
M-1995-2483;FRIGGèRDS 1:21 FèRô
M-1995-2485;HALLGèRDS 1:21 HôRSNE BARA
M-1995-2486;HéGVALDS 1:53 VéNGE
M-1995-2489;KAUPARVE 1:28 LAU
M-1995-2490;ROVIDE 1:27 FRôJEL
M-1995-2491;NYGèRDS 1:316 FRIDHEM VéSTERHEJDE
M-1995-2492;SNôGRINDA 1:43 KLINTE
M-1995-2494;GôSTAVS 1:30 FRôJEL
M-1995-2496;ROES 1:61 RONE
M-1995-2498;BUNNE 1:28 HôRSNE
M-1995-2500;FARDUME 1:57 RUTE
M-1995-2501;BERTELS 1:10 STENKUMLA
M-1995-2502;HALSARVE 1:20 LAU
M-1995-2507;STRANDS 1:142 KLINTE
M-1995-2508;ALVANS 2:1 RUTE
M-1995-2509;ANNEXEN 1:12 BRO
M-1995-2511;NORRVANGE 1:48 LéRBRO
M-1995-2512;SUDERGARDA 1:30 FèRô
M-1995-2513;RINAVIDA 1:27 FèRô
M-1995-2514;VALDARVE 1:12 TOFTA
M-1995-2515;BROA 1:59 FèRô
M-1995-2516;SNEVIDE 1:27 HAVDHEM
M-1995-2517;HALLGèRDS 2:1 FRôJEL (DEL AV)
M-1995-2521;PRéSTGèRDEN 1:4 RONE
M-1995-2522;HALLBJéNS 1:35 GULDRUPE
M-1995-2523;KLINTE 1:52 GAMMELGARN
M-1995-2525;GERETE 1:30 RONE
M-1995-2526;BUTLEKS 2:1 FèRô
M-1995-2527;SAIGS 1:37 HELLVI
M-1995-2528;FARDUME 1:85 RUTE
M-1995-2529;SIMUNDS 1:29 FèRô
M-1995-2530;AJMUNDS 1:10 ROMA
M-1995-2534;STèNGKVIE 1:52 STèNGA
M-1995-2535;LINDARVE 1:17 EKEBY
M-1995-2536;BJéRGES 1:7 VAMLINGBO
M-1995-2538;SMIDEGèRD 1:19 BJôRKE
M-1995-2541;TUMMUNGS 1:43 GOTHEM
M-1995-2542;GURPE 1:68 KRéKLINGBO
M-1995-2549;GUNILDE 1:14 SANDA
M-1995-2553;OLOVS 2:1 ôJA
M-1995-2559;LEKARVE 1:83 SANDA
M-1995-2560;MYRE 1:9 DALHEM
M-1995-2561;BERTELS 1:5 STENKUMLA
M-1995-2562;STENSTUGèRDS 5:1 EKEBY
M-1995-2563;TORS 1:22 BRO
M-1995-2564;TORS 1:21 BRO
M-1995-2565;ANNEX 1:23 TINGSTéDE
M-1995-2566;LEVIDE 1:16 ETELHEM
M-1995-2567;UNGHANSE 1:43 ESKELHEM
M-1995-2570;BOPPENARVE 2:1 ôJA
M-1995-2572;HAJDES 1:14 FOLE
M-1995-2573;KROKS 2:1 LOKRUME
M-1995-2574;KROKS 2:1 LOKRUME
M-1995-2575;ROVIDE 1:25 ESKELHEM
M-1995-2577;HéGVALDS 1:32 VéNGE
M-1995-2579;HéGVALDS 1:32 VéNGE
M-1995-2580;HéGVALDS 1:32 VéNGE
M-1995-2583;HULTE 2:1 ENDRE
M-1995-2592;NYGèRDS 1:20 FOLE
M-1995-2593;STORA VIKERS 1:93 LéRBRO
M-1995-2595;MEDEBYS 2:1 GOTHEM
M-1995-2597;DUNGèRDE 1:24 DALHEM
M-1995-2599;ST HAMRE 1:17 ôSTERGARN
M-1995-2600;LAUKS 1:19 LOKRUME
M-1995-2605;TJéNGDARVE 1:113 TRéKUMLA
M-1995-2606;BOTHERS 1:41 ANGA
M-1995-2607;AMMOR 1:48 VéSTERGARN
M-1995-2612;BJéRS 1:9 HEJNUM
M-1995-2613;NORRGèRDE 1:46 SANDA
M-1995-2614;STUCKS 1:244 BUNGE
M-1995-2615;NYGèRDS 1:2 DALHEM
M-1995-2617;GANGVIDE 1:10 NéR
M-1995-2618;BJéRGES 1:7 VAMLINGBO
M-1995-2619;GANNARVE 1:35 HEMSE
M-1995-2620;MAFRIDS STORA 1:138 VéSTERGARN
M-1995-2621;SJéLSô FISKERI 1:3 VéSKINDE
M-1995-2622;FRIGGARS 1:16 FèRô
M-1995-2623;SUDERGARDA 1:29 FèRô
M-1995-2624;TOMTE 1:26 HALLA
M-1995-2625;VIDFéLLE 1:4 KRéKLINGBO
M-1995-2633;STRANDS 1:10 KLINTE
M-1995-2634;HéGDARVE 1:14 SILTE
M-1995-2638;ANNEXET 1:1 NéS
M-1995-2642;UPPERBYS 1:33 BJôRKE
M-1995-2644;TYSTEBOLS 1:12 STENKYRKA
M-1995-2645;BROSKOGS 1:26 FèRô
M-1995-2646;VéNLINGE 1:37 HEJDE
M-1995-2647;PRéSTGèRDEN 1:10 HAVDHEM
M-1995-2652;SKOGS 1:3 LEVIDE
M-1995-2653;VIBBLE 1:303 VéSTERHEJDE
M-1995-2654;HALLS ANNEX 2:2 HALL
M-1995-2655;BONDARVE 1:16 FOLE
M-1995-2656;BRINGSARVE 1:28 ESKELHEM
M-1995-2658;NYGèRDS 1:55 GARDA
M-1995-2665;HOME STORA 3:1 STENKUMLA
M-1995-2666;VéGUME 1:34 LéRBRO
M-1995-2667;GANDARVE 1:17 DALHEM
M-1995-2668;LA: BLéSUNGS 1:34 VéSKINDE
M-1995-2669;STEN-TOLLBY 1:2 FOLE
M-1995-2670;ROES 1:50 GôTLINGBO
M-1995-2671;S:T NIKOLAUS 17 VISBY
M-1995-2673;NYGèRDS 1:69 VéSTERHEJDE
M-1995-2676;ROVALDS 1:30 VéTE
M-1995-2677;éNGE 1:52 BUNGE
M-1995-2678;SMISS 1:77 HôRSNE
M-1995-2679;NéRS 1:30 SLITE
M-1995-2680;ROVALDS 1:4 VéNGE
M-1995-2681;KAMBS 1:83 (1:21) LUMMELUNDA
M-1995-2682;NYGèRDS 1:332 VéSTERHEJDE
M-1995-2683;TJéNGDARVE 1:113 TRéKUMLA
M-1995-2684;AUSTERS 1:64 FèRô
M-1995-2685;STENGèRDE 1:3 TOFTA
M-1995-2686;RODARVE 2:1 ôSTERGARN
M-1995-2687;RODARVE 2:4 ôSTERGARN
M-1995-2688;LUNDS 2:10 VéSTERHEJDE
M-1995-2689;KLINTE 2:1 GAMMELGARN
M-1995-2690;MICKELS 2:1 NéR
M-1995-2691;BUTERS 6:4 VéSKINDE
M-1995-2692;GERVALDS 1:21 VAMLINGBO
M-1995-2693;BJéRGES 1:4 LAU
M-1995-2694;BJERGES 1:4 LAU
M-1995-2696;SALLMUNDS 1:25 TOFTA
M-1995-2697;VISBY BERGBETNINGEN 1:12 1:13
M-1995-2698;GERVALDS 1:21 VAMLINGBO
M-1995-2699;MICKELGèRD LILLA 2:3 VéSKINDE
M-1995-2701;BLéSNUNGS ST 1:107 VéSKINDE
M-1995-2703;BROSKOGS 1:13 FèRô
M-1995-2708;STRANDS 1:137 KLINTE
M-1995-2709;GISSLAUSE 1:44 LéRBRO
M-1995-2710;SNOSARVE 6:25 SLITE
M-1995-2711;JUVES 1:22 VéTE
M-1995-2712;JUVES 1:27 VéTE
M-1995-2713;L:HAMMARS 2:1 LOKRUME
M-1995-2714;NISSE 1:15 HABLINGBO
M-1995-2716;GERVALDS 1:21 1:18 SANDA
M-1995-2717;EKESKOGS 1:9 HEJDE
M-1995-2718;NEDERBURGE 1:16 FARDHEM
M-1995-2719;ROMAKLOSTER 1:77 ROMA
M-1995-2728;MICKELS 2:1 NéR
M-1995-2729;BOSARVE 1:31 STèNGA
M-1995-2730;KAMBS 1:74 LUMMELUNDA
M-1995-2733;GAJRVIDE ST 1:53 GOTHEM
M-1995-2734;ôSTERLINGS 1:23 STèNGA
M-1995-2735;LARSARVE 1:32 KéLLUNGE
M-1995-2736;SYSNE 1:4 ôSTERGARN
M-1995-2737;SYSNE 1:3 ôSTERGARN
M-1995-2741;LARSARVE 2:2 ROMA
M-1995-2742;MEDEBYS 1:10 EKEBY
M-1995-2749;HéGDARVE 1:16 AKEBéCK
M-1995-2751;FARDUME 1:39 RUTE
M-1995-2752;BOSARVE 1:11 STèNGA
M-1995-2753;SOJDEBY 1:28 FOLE
M-1995-2754;TJéNGDARVE 3:1 HEMSE
M-1995-2755;BéCKSTéDE 2:1 SANDA
M-1995-2756;BéCKS 2:1 HANGVAR
M-1995-2757;KRASSE 1:28 GULDRUPE
M-1995-2759;GRéNE 1:17 VéTE
M-1995-2761;SKéGGSTéDE 1:4 KéLLUNGE
M-1995-2763;MATTSARVE 1:50 GAMMELGARN
M-1995-2767;BROUNGS 1:1 STENKYRKA
M-1995-2768;PRéSTGèRDEN 1:1 STENKYRKA
M-1995-2769;VIBBLE 1:200 VISBY
M-1995-2770;WERKEGèRDS 1:29 FèRô
M-1995-2775;KAUNGS 4:4 VéSKINDE
M-1995-2777;BARA HALLGèRDS 1:29 HôRSNE BARA
M-1995-2779;PUSER 1:32 FRôJEL
M-1995-2781;MALLGèRDS 1:15 ALSKOG
M-1995-2782;BONDARVE 1:11 GULDRUPE
M-1995-2784;VIBBLE 1:98 VéSTERHEJDE
M-1995-2785;KVIE 1:25 HEJDE
M-1995-2788;HéGVIDE 1:18 LéRBRO
M-1995-2789;KUMBLE 2:6 GANTHEM
M-1995-2792;GARDE 1:31 STENKYRKA
M-1995-2793;NYBJERS 1:20 HôRSNE
M-1995-2794;ODVALDS 1:29 FIDE
M-1995-2795;KLAUSE 1:61 KLINTE
M-1995-2796;KYRKBYS 1:26 HANGVAR
M-1995-2798;S:T RINGOME 1:62 ALVA
M-1996-12;RUTE SIGLAJVS 1:5 (1:11)
M-1996-19;VAMLINGBO PETSARVE 4:1 (TOMT A)
M-1996-30;HANGVAR 1:14 KVIE
M-1996-53;BOGE TJéLDER 1:84-1:91
M-1996-80;ARDRE HALLUTE 1:13 1:14 1:15 1:18
M-1996-92;VéSTERGARN MAFRIDS S:T
M-1996-120;ETELHEM HAGEBY 1:48 4:1
M-1996-142;VéTE HASSLE 1:9 M FL
M-1996-155;ROMA PRéSTGèRDEN 1:5 BUSARVE 1:31
M-1996-159;ôSTERGARN TOMASE 1:71 1:72
M-1996-188;KLINTE KUSTVéGEN N:A 55
M-1996-193;SJONHEM GERVIDE 1:35 DEL AV
M-1996-197;BURGSVIK BOBBENARVE 2:2 OCKES 1:72
M-1996-217;HEJDEBY RèBY 1:16 L:A
M-1996-218;VéSTERGARN MAFRIDS 1:138 ST
M-1996-226;ATLINGBO MYRVéNDE 1:9 M FL
M-1996-244;BUNGE STUCKS 1:78 1:87
M-1996-245;VALL LINHATTE 1:9 1:12
M-1996-266;EKSTA BURGE 1:7 1:9
M-1996-270;KLINTE 10:3 STRANDS
M-1996-281;FOLLINGBO NORRBYS 1:13 1:41
M-1996-293;ALSKOG GUFFRIDE 1:30 LOTTEN C
M-1996-307;BURS KéRNA 1:74 (1:26)
M-1996-308;BURS KéRNE 1:74 (1:26)
M-1996-325;ôJA BOBBENARVE 2:2 OCKES 1:72
M-1996-331;LéRBRO LIFFRIDE 1:13 / 1:32
M-1996-332;VéSKINDE SKéGGS 2:1 M FL
M-1996-344;DALHEM VIDUNGE STENSTUGU 1:13 1:14
M-1996-360;FèRô HOBURGA 1:6 L:A
M-1996-364;HABLINGBO HALVARDS 1:6 L:A
M-1996-375;LéRBRO VIKERS 1:87 ST
M-1996-402;BOGE VIKE 1:20 DEL AV
M-1996-403;NéR HAMNGèRDEN 1:15-1:18 1:20-1:26
M-1996-404;TOFTA S:7 SAMF MARK
M-1996-428;SANDA VARBOS L:A
M-1996-433;NéR HEMMOR 1:37 M FL
M-1996-449;GULDRUPE BJéRS 1:25 1:19
M-1996-450;GULDRUPE BJéRS 1:25 1:19
M-1996-458;VéSKINDE BLéSNUNGS 1:28 ST
M-1996-477;NéR SIGLAJVS 1:5 1:4
M-1996-478;HAVDHEM ROES 1:36 RANGSARVE 1:29
M-1996-486;HôRSNE NORRBYS 1:3 M FL
M-1996-487;VIKLAU VIKARE 1:9 L:A
M-1996-492;SJONHEM HELLINGE 1:15 1:27
M-1996-507;ROMA RUNDARVE 1:8 VARPLôSE 1:16 SALLMUND
M-1996-529;LéRBRO HAMMARS 2:20 ST
M-1996-531;LéRBRO BJéRS 4:9 L:A
M-1996-548;LOJSTA FRIDE 1:16 M FL
M-1996-557;VéSKINDE MICKELGèRDS 1:61 L:A
M-1996-573;MARTEBO MYRE 2:41 STORA
M-1996-582;NéR HAMNGèRDEN 1:15 - 1:18, 1:20 - 1:26
M-1996-662;ATLINBO RUNDARVE 1:8 BJôRKE VARPLôSE 1:1
M-1996-667;LéRBRO TAKSTENS 2:2 ST
M-1996-696;HôRSNE MôRBY 3:1 ST
M-1996-718;BURS LJUGENéS 1:2 2:1 ALANDS 1:13
M-1996-739;VISBY S:T LARS 5
M-1996-749;HEJDE LôVES 2:1 MôLNER 1:7
M-1996-796;VéTE KVIE 2:4 1:68
M-1996-829;KRéKLINGBO SUTARVE 1:8 M FL
M-1996-833;FIDE NYGRANNE 1:8 BREKVIE 1:10
M-1996-854;BOGE ANER 4:1 DEL AV
M-1996-861;FRôJEL GôSTAVS 3:1 1:34
M-1996-866;VéSKINDE KLINTEGèRDE 1:57 ST
M-1996-869;BUNGE KRONHAGEN 3:2 BUNGENéS 1:2 HAU 1:3
M-1996-870;VéSKINDE BLéSNUNGS 1:56 ST
M-1996-887;VISBY S:T GôRAN 1:1
M-1996-890;STENKYRKA GRéNE 1:11 AVST FR
M-1996-892;VéSTERHEJDE VIBBLE 1:3 DEL AV
M-1996-904;SANDA STENHUSE 1:23 1:24
M-1996-920;HOGRéN VISMARéNGE-LANGFéNSKOG 1:2
M-1996-939;FOLE RYFTES 1:19 ST
M-1996-977;HEJNUM KYRKEBYS 1:14 ST
M-1996-1044;BURS SINARVE 1:7 L:A
M-1996-1083;LéRBRO TAKSTENS 2:2 ST
M-1996-1126;FRôJEL HAJDES 1:4 L:A
M-1996-1135;VéSKINDE RINGVIDE 1:51 1:18
M-1996-1148;SILTE HALLVARDS 1:34 ST
M-1996-1149;SPROGE NORRGèRDA 1:8 ST
M-1996-1152;SILTE HALLVARDS 1:34 ST
M-1996-1153;HEJDE RèGèKRE 1:15 1:18
M-1996-1154;VéSKINDE MICKELGèRDS 1:33-1:53 BLéSNUNGS
M-1996-1161;ETELHEM VéSTRINGE 1:22 1:29
M-1996-1210;VISBY TRAFIKEN 21 22 INNERSTADEN 1:31
M-1996-1286;FèRô GASMORA 4:18 ST
M-1996-1290;FèRô GASMORA 4:18 ST
M-1996-1292;GOTHEM TUMMUNGS 1:26 1:21
M-1996-1322;GOTHEM GARJVIDE 1:59 ST
M-1996-1334;HANGVAR SNéCKERS 1:49 1:5
M-1996-1335;HANGVAR SNéCKERS 1:49 1:5
M-1996-1339;VéSTERGARN MAFRIDS 1:123 ST
M-1996-1340;LéRBRO ANGELBOS 1:8 1:88
M-1996-1351;FIDE VéSTERGèRDA 3:1 ST
M-1996-1353;LEVIDE SMISS 1:11 GERUM
M-1996-1364;HAVDHEM LINGVIDE 1:35 (1:26)
M-1996-1370;LéRBRO NORRVANGE 1:90 OCH 1:5
M-1996-1388;SILTE SNAUSARVE 6:21 KVARNèKERSHAMN
M-1996-1432;SUNDRE TOMASE 1:6 D A
M-1996-1472;GULDRUPE HALLBJéNS 1:23 BONDARVE 1:16
M-1996-1505;ATLINGBO ATLINGS 1:15 L:A
M-1996-1552;NéS DRAKARVE 1:88 1:89 AMFUNDS 1:13
M-1996-1556;NéS OLSVENNE 1:19 1:20
M-1996-1575;VéSTERGARN MAFRIDS 1:23 ST
M-1996-1582;RUTE VALLA 1:11 STORA
M-1996-1584;RUTE VALLA 1:11 ST
M-1996-1599;VéSTERHEJDE NYGèRDS 1:28 1:344
M-1996-1618;VISBY S:T NICOLAI
M-1996-1649;VALLSTENA BJERGE 1:16 ST
M-1996-1669;VéSKINDE TJAULS 1:24 1:25
M-1996-1670;LAU GRANATSKA NYBYGGET 1:4 1:7
M-1996-1722;STENKYRKA BJERS 3:1 ST
