Diarienummer;Sökbegrepp;Fastighet;Fnr
M-1995-774;VISBY;;
M-1995-983;VISBY;;
M-1995-997;VISBY;;
M-1995-1278;VISBY;;
M-1995-1279;VISBY;;
M-1995-1350;VISBY;;
M-1995-1534;VISBY;;
M-1995-1839;VISBY;;
M-1995-2066;VISBY;;
M-1995-2611;VISBY;;
M-1995-2706;VISBY;;
M-1996-212;VISBY;;
M-1996-392;VISBY;;
M-1996-600;VISBY;;
M-1996-618;VISBY;;
M-1996-638;VISBY;;
M-1996-646;VISBY;;
M-1996-777;VISBY;;
M-1996-825;VISBY;;
M-1996-832;VISBY;;
M-1996-933;VISBY;;
M-1996-965;VISBY;;
M-1996-1922;VISBY;;
M-1996-1925;VISBY;;
M-1996-2161;VISBY;;
M-1997-97;VISBY;;
M-1997-124;VISBY;;
M-1997-584;VISBY;;
M-1997-891;VISBY;;
M-1997-892;VISBY;;
M-1997-893;VISBY;;
M-1997-1034;VISBY;;
M-1997-1206;VISBY;;
M-1997-1230;VISBY;;
M-1997-1343;VISBY;;
M-1997-1543;VISBY;;
M-1997-1544;VISBY;;
M-1997-1560;VISBY;;
M-1997-1647;VISBY;;
M-1997-1661;VISBY;;
M-1997-1684;VISBY;;
M-1997-1738;VISBY;;
M-1997-1761;VISBY;;
M-1997-1768;VISBY;;
M-1997-1769;VISBY;;
M-1997-1779;VISBY;;
M-1997-1781;VISBY;;
M-1997-1782;VISBY;;
M-1997-1799;VISBY;;
M-1997-1809;VISBY;;
M-1997-1811;VISBY;;
M-1997-1812;VISBY;;
M-1997-1813;VISBY;;
M-1997-1814;VISBY;;
M-1997-1815;VISBY;;
M-1997-1816;VISBY;;
M-1997-1817;VISBY;;
M-1997-1818;VISBY;;
M-1997-1820;VISBY;;
M-1997-1823;VISBY;;
M-1997-1836;VISBY;;
M-1997-1924;VISBY;;
M-1997-1926;VISBY;;
M-1997-1930;VISBY;;
M-1997-1936;VISBY;;
M-1997-2020;VISBY;;
M-1997-2126;VISBY;;
M-1997-2141;VISBY;;
M-1997-2171;VISBY;;
M-1997-2173;VISBY;;
M-1997-2261;VISBY;;
M-1997-2286;VISBY;;
M-1997-2295;VISBY;;
M-1997-2296;VISBY;;
M-1997-2307;VISBY;;
M-1997-2308;VISBY;;
M-1997-2309;VISBY;;
M-1997-2406;VISBY;;
M-1997-2442;VISBY;;
M-1997-2471;VISBY;;
M-1997-2482;VISBY;;
M-1997-2589;VISBY;;
M-1997-2590;VISBY;;
M-1997-2599;VISBY;;
M-1997-2687;VISBY;;
M-1997-2708;VISBY;;
M-1997-2710;VISBY;;
M-1997-2718;VISBY;;
M-1997-2721;VISBY;;
M-1997-2722;VISBY;;
M-1997-2725;VISBY;;
M-1997-2726;VISBY;;
M-1997-2728;VISBY;;
M-1997-2732;VISBY;;
M-1997-2733;VISBY;;
M-1997-2735;VISBY;;
M-1997-2737;VISBY;;
M-1997-2742;VISBY;;
M-1997-2746;VISBY;;
M-1997-2787;VISBY;;
M-1997-2807;VISBY;;
M-1997-2840;VISBY;;
M-1997-2842;VISBY;;
M-1997-2851;VISBY;;
M-1997-2852;VISBY;;
M-1997-2853;VISBY;;
M-1997-2854;VISBY;;
M-1997-2855;VISBY;;
M-1997-2856;VISBY;;
M-1997-2857;VISBY;;
M-1997-2858;VISBY;;
M-1997-2859;VISBY;;
M-1997-2871;VISBY;;
M-1997-2895;VISBY;;
M-1997-2899;VISBY;;
M-1997-2900;VISBY;;
M-1997-2951;VISBY;;
M-1997-2974;VISBY;;
M-1997-2992;VISBY;;
M-1997-3053;VISBY;;
M-1997-3077;VISBY;;
M-1997-3109;VISBY;;
M-1997-3127;VISBY;;
M-1998-5;VISBY;;
M-1998-103;VISBY;;
M-1998-160;VISBY;;
M-1998-242;VISBY;;
M-1998-613;VISBY;;
M-1998-619;VISBY;;
M-1998-620;VISBY;;
M-1998-825;VISBY;;
M-1998-826;VISBY;;
M-1998-956;VISBY;;
M-1998-957;VISBY;;
M-1998-1006;VISBY;;
M-1998-1027;VISBY;;
M-1998-1065;VISBY;;
M-1998-1361;VISBY;;
M-1998-1385;VISBY;;
M-1998-1669;VISBY;;
M-1998-1670;VISBY;;
M-1998-1675;VISBY;;
M-1998-1678;VISBY;;
M-1998-1717;VISBY;;
M-1998-1730;VISBY;;
M-1998-1812;VISBY;;
M-1998-1828;VISBY;;
M-1998-1916;VISBY;;
M-1998-1950;VISBY;;
M-1998-2111;VISBY;;
M-1998-2112;VISBY;;
M-1998-2140;VISBY;;
M-1998-2173;VISBY;;
M-1998-2174;VISBY;;
M-1998-2198;VISBY;;
M-1998-2280;VISBY;;
M-1998-2293;VISBY;;
M-1998-2339;VISBY;;
M-1998-2382;VISBY;;
M-1998-2446;VISBY;;
M-1998-2617;VISBY;;
M-1998-2703;VISBY;;
M-1998-2812;VISBY;;
M-1998-2813;VISBY;;
M-1998-2841;VISBY;;
M-1998-2899;VISBY;;
M-1998-2902;VISBY;;
M-1998-2922;VISBY;;
M-1998-2958;VISBY;;
M-1998-2965;VISBY;;
M-1998-2967;VISBY;;
M-1998-3051;VISBY;;
M-1998-3054;VISBY;;
M-1998-3140;VISBY;;
M-1998-3141;VISBY;;
M-1998-3272;VISBY;;
M-1998-3274;VISBY;;
M-1998-3297;VISBY;;
M-1998-3298;VISBY;;
M-1999-18;VISBY;;
M-1999-29;VISBY;;
M-1999-47;VISBY;;
M-1999-62;VISBY;;
M-1999-198;VISBY;;
M-1999-292;VISBY;;
M-1999-369;VISBY;;
M-1999-397;VISBY;;
M-1999-501;VISBY;;
M-1999-564;VISBY;;
M-1999-685;VISBY;;
M-1999-753;VISBY;;
M-1999-777;VISBY;;
M-1999-801;VISBY;;
M-1999-836;VISBY;;
M-1999-846;VISBY;;
M-1999-860;VISBY;;
M-1999-862;VISBY;;
M-1999-940;VISBY;;
M-1999-941;VISBY;;
M-1999-942;VISBY;;
M-1999-993;VISBY;;
M-1999-996;VISBY;;
M-1999-1031;VISBY;;
M-1999-1033;VISBY;;
M-1999-1050;VISBY;;
M-1999-1075;VISBY;;
M-1999-1080;VISBY;;
M-1999-1136;VISBY;;
M-1999-1192;VISBY;;
M-1999-1204;VISBY;;
M-1999-1233;VISBY;;
M-1999-1236;VISBY;;
M-1999-1329;VISBY;;
M-1999-1331;VISBY;;
M-1999-1361;VISBY;;
M-1999-1419;VISBY;;
M-1999-1460;VISBY;;
M-1999-1462;VISBY;;
M-1999-1517;VISBY;;
M-1999-1548;VISBY;;
M-1999-1564;VISBY;;
M-1999-1587;VISBY;;
M-1999-1598;VISBY;;
M-1999-1772;VISBY;;
M-1999-1776;VISBY;;
M-1999-1787;VISBY;;
M-1999-1790;VISBY;;
M-1999-1850;VISBY;;
M-1999-1862;VISBY;;
M-1999-1863;VISBY;;
M-1999-1874;VISBY;;
M-1999-1890;VISBY;;
M-1999-1891;VISBY;;
M-1999-1892;VISBY;;
M-1999-1899;VISBY;;
M-1999-1939;VISBY;;
M-1999-1965;VISBY;;
M-1999-1997;VISBY;;
M-1999-2005;VISBY;;
M-1999-2006;VISBY;;
M-1999-2016;VISBY;;
M-1999-2017;VISBY;;
M-1999-2047;VISBY;;
M-1999-2048;VISBY;;
M-1999-2054;VISBY;;
M-1999-2072;VISBY;;
M-1999-2104;VISBY;;
M-1999-2105;VISBY;;
M-1999-2115;VISBY;;
M-1999-2131;VISBY;;
M-1999-2132;VISBY;;
M-1999-2134;VISBY;;
M-1999-2138;VISBY;;
M-1999-2159;VISBY;;
M-1999-2208;VISBY;;
M-1999-2269;VISBY;;
M-1999-2364;VISBY;;
M-1999-2365;VISBY;;
M-1999-2368;VISBY;;
M-1999-2424;VISBY;;
M-1999-2426;VISBY;;
M-1999-2507;VISBY;;
M-1999-2525;VISBY;;
M-1999-2556;VISBY;;
M-1999-2557;VISBY;;
M-1999-2563;VISBY;;
M-1999-2602;VISBY;;
M-1999-2629;VISBY;;
M-1999-2700;VISBY;;
M-1999-2728;VISBY;;
M-1999-2749;VISBY;;
M-1999-2833;VISBY;;
M-2000-1137;VISBY;;
M-2000-1175;VISBY;;
M-2000-121;VISBY;;
M-2000-1256;VISBY;;
M-2000-1355;VISBY;;
M-2000-1359;VISBY;;
M-2000-1366;VISBY;;
M-2000-1382;VISBY;;
M-2000-1419;VISBY;;
M-2000-1427;VISBY;;
M-2000-151;VISBY;;
M-2000-1529;VISBY;;
M-2000-1594;VISBY;;
M-2000-1609;VISBY;;
M-2000-1668;VISBY;;
M-2000-1669;VISBY;;
M-2000-176;VISBY;;
M-2000-1777;VISBY;;
M-2000-1784;VISBY;;
M-2000-1833;VISBY;;
M-2000-1880;VISBY;;
M-2000-1960;VISBY;;
M-2000-2;VISBY;;
M-2000-2029;VISBY;;
M-2000-2048;VISBY;;
M-2000-2114;VISBY;;
M-2000-2220;VISBY;;
M-2000-2222;VISBY;;
M-2000-2232;VISBY;;
M-2000-2376;VISBY;;
M-2000-2735;VISBY;;
M-2000-2736;VISBY;;
M-2000-2738;VISBY;;
M-2000-2739;VISBY;;
M-2000-2793;VISBY;;
M-2000-2863;VISBY;;
M-2000-2881;VISBY;;
M-2000-3120;VISBY;;
M-2000-3125;VISBY;;
M-2000-3195;VISBY;;
M-2000-3211;VISBY;;
M-2000-3215;VISBY;;
M-2000-3226;VISBY;;
M-2000-3246;VISBY;;
M-2000-3285;VISBY;;
M-2000-3354;VISBY;;
M-2000-3426;VISBY;;
M-2000-3481;VISBY;;
M-2000-3525;VISBY;;
M-2000-3543;VISBY;;
M-2000-3558;VISBY;;
M-2000-3569;VISBY;;
M-2000-3636;VISBY;;
M-2000-3638;VISBY;;
M-2000-3810;VISBY;;
M-2000-3853;VISBY;;
M-2000-3867;VISBY;;
M-2000-3913;VISBY;;
M-2000-461;VISBY;;
M-2000-60;VISBY;;
M-2000-628;VISBY;;
M-2000-629;VISBY;;
M-2000-685;VISBY;;
M-2000-71;VISBY;;
M-2000-756;VISBY;;
M-2000-824;VISBY;;
M-2000-836;VISBY;;
M-2000-851;VISBY;;
M-2000-955;VISBY;;
M-2000-988;VISBY;;
M-2000-990;VISBY;;
M-2006-1878;VISBY;;
M-2006-1913;VISBY;;
M-2007-495;VISBY;;
M-2007-2398;VISBY;;
M-2008-1982;VISBY;;
M-2008-3955;VISBY;;
M-2008-3956;VISBY;;
M-2008-3957;VISBY;;
M-2008-3958;VISBY;;
M-2008-3959;VISBY;;
M-2008-3966;VISBY;;
M-2008-3967;VISBY;;
M-2008-3970;VISBY;;
M-2008-3971;VISBY;;
M-2008-3993;VISBY;;
M-2008-3996;VISBY;;
M-2009-1475;VISBY;;
M-2010-1459;VISBY;;
M-2010-1564;VISBY;;
MHN-2017-2283;VISBY;;
M-1999-1847;VISBY & HOBURGEN;;
M-2000-3670;VISBY 1648 A;;
M-2000-2826;VISBY A:7 FOTBOLLSÅLAN;;
M-2000-3118;VISBY A7;;
M-1998-3285;VISBY A7-FÄLTET;;
M-1994-615;VISBY A7-OMR;;
M-2000-21;VISBY ABB CONTRACTING AB;;
M-2000-846;VISBY ABBORREN 8 (VISBY LASARETT);;
M-1996-1525;VISBY ABBOTEN;;
M-1998-1827;VISBY ACACIA;;
M-1999-1366;VISBY ACACIA;;
M-1999-2322;VISBY ACACIA;;
M-1999-2615;VISBY ACACIA;;
M-1999-1928;VISBY AKACIA;;
M-1999-2512;VISBY ALLÉGATAN;;
M-1995-1374;VISBY ALMEDALEN;;
M-1995-1682;VISBY ALMEDALEN;;
M-1999-1532;VISBY ALMEDALENS HOTELL & CAFÉ;;
M-2000-1888;VISBY ALMEDALENS HOTELL & CAFÉ;;
M-1997-1576;VISBY ALMEDALENS KROG;;
M-1995-1228;VISBY ALVARADO;;
M-1995-1048;VISBY AMBULERANDE;;
M-1995-1049;VISBY AMBULERANDE;;
M-1995-1078;VISBY AMBULERANDE;;
M-1995-1324;VISBY AMBULERANDE;;
M-1995-1336;VISBY AMBULERANDE;;
M-1995-1349;VISBY AMBULERANDE;;
M-1995-1475;VISBY AMBULERANDE;;
M-1995-1564;VISBY AMBULERANDE;;
M-1995-1565;VISBY AMBULERANDE;;
M-1998-709;VISBY AMIGOS RESTAURANG;;
M-1998-2065;VISBY AMIGOS RESTAURANG;;
M-1998-2416;VISBY AMURANG RESTAURANG;;
M-1997-165;VISBY ANDERSROGATAN;;
M-1997-854;VISBY ANDERSROOMRÅDET;;
M-2000-3274;VISBY ANNA DUBBES KROG;;
M-1997-941;VISBY ANNELUND;;
M-1999-381;VISBY ANNELUND 1:28 OCH 1:29;;
M-1997-2485;VISBY ANNELUND 1:28/1:29;;
M-1998-794;VISBY ANNELUND 1:74 1:75;;
M-1999-2161;VISBY ANNELUND 1:74-1:75;;
M-1997-1212;VISBY APPLE JACK;;
M-1997-2671;VISBY APPLE JACK;;
M-1998-576;VISBY APPLE JACK;;
M-1997-137;VISBY ARLA FOODS;;
M-1996-2018;VISBY ASKEN 1 & 2 SAMT ASPEN;;
M-1999-1493;VISBY ASKEN 1 OCH 2;;
M-1998-1989;VISBY ASKEN 1 OCH 2/REPET 3;;
M-2010-414;VISBY ASTERN 3, 7;;
M-1997-2314;VISBY ATTERDAGS;;
M-1997-2777;VISBY AVFALLSANLÄGGNING;;
M-1998-199;VISBY AVFALLSANLÄGGNING;;
M-1998-931;VISBY AVFALLSANLÄGGNING;;
M-1991-344;VISBY AVFALLSDEPONI;;
M-1993-1279;VISBY AVFALLSDEPONI;;
M-1991-1839;VISBY AVLOPPSRENINGSVERK;;
M-1992-2059;VISBY AVLOPPSRENINGSVERK;;
M-1994-2138;VISBY AVLOPPSRENINGSVERK;;
M-1996-737;VISBY AVLOPPSRENINGSVERK;;
M-1998-935;VISBY AVLOPPSRENINGSVERK;;
M-1998-2051;VISBY AVLOPPSRENINGSVERK;;
M-1999-2004;VISBY AVLOPPSRENINGSVERK;;
M-1997-1851;VISBY BAKFICKAN;;
M-1998-594;VISBY BARFABRIKEN;;
M-1997-2662;VISBY BENSINSTATIONER;;
M-1998-1835;VISBY BERGBETNINGEN;;
M-2006-1131;VISBY BERGBETNINGEN;;
M-1995-2697;VISBY BERGBETNINGEN 1:12 1:13;;
M-1997-2269;VISBY BERGBETNINGEN 1:12 1:13;;
M-2005-3627;VISBY BERGET 20 OCH 21;;
M-1992-681;VISBY BILSKROT;;
M-1990-1186;VISBY BILSKROT VISBY;;
M-1996-133;VISBY BINGEBY;;
M-2011-1867;VISBY BJÖRNEN;;
M-1997-992;VISBY BLÅKLINTEN;;
M-1999-2139;VISBY BLÅKLINTEN 3 & 4;;
M-1998-2484;VISBY BLÅKLINTEN 3 OCH 4;;
M-1996-1316;VISBY BOGEGATAN;;
M-1996-2860;VISBY BOGEGATAN;;
M-1997-356;VISBY BOGEGATAN;;
M-1997-2213;VISBY BOGEGATAN;;
M-2000-3439;VISBY BOGEGATAN;;
M-1995-1154;VISBY BOHEM;;
M-1999-441;VISBY BORGEN;;
M-2000-3399;VISBY BORGEN 1 OCH 17;;
M-1998-2926;VISBY BRINKEN RESTAURANG;;
M-1996-734;VISBY BROVÄG;;
M-1997-2771;VISBY BRYGGAREGATAN;;
M-1996-927;VISBY BUNTMAKAREN;;
M-1998-414;VISBY BURMEISTER 4 OCH 5;;
M-1991-231;VISBY BÖRS;;
M-1997-2354;VISBY BÖSSPIPAN;;
M-1999-294;VISBY BÖSSPIPAN;;
M-1997-1821;VISBY CAFÉ RYSKA GÅRDEN;;
M-1997-1846;VISBY CAFÉ VÅRDKLOCKAN;;
M-1998-1974;VISBY CIRKUS;;
M-1996-1521;VISBY CLIPTON M/S;;
M-1997-1962;VISBY COCKTAIL OCH SUNES ELEFANT;;
M-1999-531;VISBY COCTAIL;;
M-1996-1982;VISBY CYPRESSEN;;
M-2005-2891;VISBY DALIAN;;
M-1998-1817;VISBY DANIELSSON SVERIGE AB;;
M-1994-773;VISBY DEPONERINGSPLATS;;
M-1996-2981;VISBY DESIDERIA;;
M-2000-2120;VISBY DILLEN;;
M-1997-215;VISBY DJUPLUNDA 1:11/BN 97008;;
M-1997-693;VISBY DOMUS;;
M-1998-2039;VISBY DONNERS PLATS MEDELTIDSKROG;;
M-2000-3401;VISBY DONNERSPLATS;;
M-1997-2775;VISBY DOVHJORTEN;;
M-1998-1402;VISBY EFFES BAR & PIZZA;;
M-2000-2536;VISBY EFFES MAT & PUB;;
M-2000-778;VISBY EKORREN 1 HUS 5;;
M-1996-913;VISBY ELDDONET;;
M-1998-615;VISBY ENDRE;;
M-1995-2046;VISBY ENDREVÄG;;
M-1997-678;VISBY ENDREVÄG;;
M-1999-2792;VISBY ENDREVÄG;;
M-1997-936;VISBY ENEN;;
M-1998-2840;VISBY ERICSSON RADIO SYSTEM AB;;
M-1997-1963;VISBY FAKTAB FINANS;;
M-1997-416;VISBY FARMEK;;
M-1997-2881;VISBY FARMEK SCAN;;
M-1998-2814;VISBY FENDERN AB;;
M-1997-1688;VISBY FENDERN GOTLAND AB;;
M-1999-1924;VISBY FENDERN GOTLAND AB;;
M-1999-2280;VISBY FENDERN GOTLAND AB;;
M-1998-1964;VISBY FENDERN GOTLAND TÄLT HAMNEN;;
M-2000-1453;VISBY FISKAREN 1 & 2;;
M-1999-104;VISBY FISKAREN 1 OCH 2;;
M-1996-2711;VISBY FJÄLLSKIVLINGEN;;
M-1997-1098;VISBY FJÄLLSKIVLINGEN;;
M-1997-2801;VISBY FJÄLLSKIVLINGEN;;
M-1989-2632;VISBY FLYGPLATS;;
M-1990-489;VISBY FLYGPLATS;;
M-1990-818;VISBY FLYGPLATS;;
M-1990-1753;VISBY FLYGPLATS;;
M-1993-1868;VISBY FLYGPLATS;;
M-1994-191;VISBY FLYGPLATS;;
M-1994-1695;VISBY FLYGPLATS;;
M-1995-1312;VISBY FLYGPLATS;;
M-1995-2454;VISBY FLYGPLATS;;
M-1996-471;VISBY FLYGPLATS;;
M-1996-501;VISBY FLYGPLATS;;
M-1998-1818;VISBY FLYGPLATS;;
M-1998-1885;VISBY FLYGPLATS;;
M-1998-1895;VISBY FLYGPLATS;;
M-1999-577;VISBY FLYGPLATS;;
M-1990-1240;VISBY FLYGPLATS VISBY;;
M-2000-423;VISBY FLÄDERN 1 & ALMEN 1;;
M-2000-1059;VISBY FLÄDERN 1 ALMEN 1;;
M-2000-1863;VISBY FLÄDERN 1 ALMEN 1;;
M-2000-3909;VISBY FLÄDERN 1 OCH ALMEN 1;;
M-1996-2166;VISBY FORELLEN 1 S:T GÖRAN 1:1;;
M-1995-757;VISBY FORNSALEN;;
M-1999-1549;VISBY FOTBOLLSPLAN A7;;
M-1996-2912;VISBY FRIDHEM;;
M-2000-1711;VISBY FRYSEN;;
M-1997-2567;VISBY FURUGATAN;;
M-1995-2649;VISBY FURULUND;;
M-1996-565;VISBY FÅRÖGATAN;;
M-1998-2783;VISBY FÄNGELSET 1 OCH INNERSTADEN 1:2 DA;;
M-1996-882;VISBY FÖRRÅDET;;
M-1998-2641;VISBY FÖRRÅDET;;
M-2000-1063;VISBY FÖRRÅDET 3 PANNCENTRALEN 1;;
M-1998-1749;VISBY FÖRRÅDET 3, VÄRMEKRAFTEN 1, STG 16;;
M-2000-1633;VISBY FÖRSAMLINGSHEMMET;;
M-1996-2657;VISBY GALGBERGET;;
M-1997-61;VISBY GALGBERGET;;
M-1999-562;VISBY GALGBERGET;;
M-1997-3026;VISBY GALLBERGSOMRÅDET;;
M-1998-3171;VISBY GAMLA APOTEKET;;
M-2000-2034;VISBY GAMLA RESIDENSET;;
M-1997-237;VISBY GEORGES RESTAURANG;;
M-1989-683;VISBY GLASS PORTIKHUSET;;
M-1999-500;VISBY GOTLANDIA AB;;
M-1998-1849;VISBY GOTLANDS FLYGMUSEUM HANGAREN;;
M-1997-2343;VISBY GOTLANDS LANTMÄN;;
M-1997-166;VISBY GOTLANDS SJUKHEM;;
M-1999-1324;VISBY GOTLANDSGODS AB;;
M-1998-79;VISBY GOURMETBODEN;;
M-1999-103;VISBY GOURMETBODEN;;
M-2000-2392;VISBY GOURMETBODEN WISBY;;
M-1999-2842;VISBY GREVEBACKS ENTREPRENAD;;
M-1996-921;VISBY GRÅBO;;
M-1997-1532;VISBY GRÅBO;;
M-1997-2774;VISBY GRÅBO;;
M-1998-1764;VISBY GRÅBO;;
M-1999-2376;VISBY GRÅBO BADET;;
M-1999-2610;VISBY GRÅBOBADET;;
M-1998-88;VISBY GULA VILLAN;;
M-1995-1042;VISBY GUSTAFSVIK;;
M-1998-1758;VISBY GUSTAVSVIK;;
M-1995-1503;VISBY GUTEKÄLLAREN;;
M-1997-1540;VISBY GUTEKÄLLAREN;;
M-1997-1767;VISBY GUTEKÄLLAREN;;
M-1997-3150;VISBY GUTEKÄLLAREN;;
M-1998-3119;VISBY GUTEKÄLLAREN;;
M-1999-599;VISBY GUTEKÄLLAREN;;
M-1999-1400;VISBY GUTEKÄLLAREN;;
M-1999-1859;VISBY GUTEKÄLLAREN;;
M-1999-2347;VISBY GUTEKÄLLAREN;;
M-1999-2457;VISBY GUTEKÄLLAREN;;
M-2000-2023;VISBY GUTEKÄLLAREN;;
M-1999-1770;VISBY GUTEKÄLLAREN MUNKKÄLLAREN;;
M-1999-430;VISBY GUTEKÄLLAREN OCH MUNKKÄLLAREN;;
M-1998-1021;VISBY GUTEKÄLLAREN RESTAURANG;;
M-1997-890;VISBY GUTEVÄGEN;;
M-2008-3936;VISBY GÄSTABUD;;
M-2008-3937;VISBY GÄSTABUD;;
M-2008-3938;VISBY GÄSTABUD;;
M-2008-3939;VISBY GÄSTABUD;;
M-1998-2818;VISBY GÖRANSGÅRDENS SERVERINGSHUS;;
M-2000-1195;VISBY GÖSEN 17, 15, 16, 18, 19, 20, 21;;
MHN-2015-3291;VISBY HACKSPETTEN;;
MHN-2016-1913;VISBY HACKSPETTEN;;
M-1992-1391;VISBY HAMN;;
M-1992-2103;VISBY HAMN;;
M-1993-1003;VISBY HAMN;;
M-1993-1224;VISBY HAMN;;
M-1994-1067;VISBY HAMN;;
M-1994-1212;VISBY HAMN;;
M-1994-1213;VISBY HAMN;;
M-1994-1214;VISBY HAMN;;
M-1994-1215;VISBY HAMN;;
M-1994-1216;VISBY HAMN;;
M-1994-1575;VISBY HAMN;;
M-1994-2106;VISBY HAMN;;
M-1994-2171;VISBY HAMN;;
M-1994-2172;VISBY HAMN;;
M-1994-2221;VISBY HAMN;;
M-1995-159;VISBY HAMN;;
M-1995-1166;VISBY HAMN;;
M-1995-2195;VISBY HAMN;;
M-1996-1013;VISBY HAMN;;
M-1997-1760;VISBY HAMN;;
M-1998-205;VISBY HAMN;;
M-1998-1672;VISBY HAMN;;
M-2000-1394;VISBY HAMN;;
M-2000-2210;VISBY HAMN;;
M-2008-3960;VISBY HAMN;;
M-2005-402;VISBY HAMN (FARLIGT GODSGÅRDEN);;
M-2005-836;VISBY HAMN (FARLIGT GODSGÅRDEN);;
M-2005-400;VISBY HAMN (FISKEHAMNEN);;
M-1991-418;VISBY HAMN (GAMLA FISKEHAMNEN);;
M-2005-401;VISBY HAMN (OLJEKAJEN);;
M-1990-831;VISBY HAMN HAMNTERMINALEN;;
MHN-2013-3369;VISBY HAMN HOLMEN;;
MHN-2014-3781;VISBY HAMN HOLMEN;;
MHN-2015-872;VISBY HAMN HOLMEN;;
MHN-2016-2815;VISBY HAMN HOLMEN;;
MHN-2017-3083;VISBY HAMN HOLMEN;;
M-1990-151;VISBY HAMN VISBY;;
M-1993-1720;VISBY HAMN VISBY;;
M-1995-1052;VISBY HAMNEN;;
M-1996-740;VISBY HAMNEN;;
M-1996-2211;VISBY HAMNEN;;
M-1997-717;VISBY HAMNEN;;
M-1997-723;VISBY HAMNEN;;
M-1997-1947;VISBY HAMNEN;;
M-1998-9;VISBY HAMNEN;;
M-1998-47;VISBY HAMNEN;;
M-1998-1557;VISBY HAMNEN;;
M-1999-2179;VISBY HAMNEN;;
M-1999-2180;VISBY HAMNEN;;
M-1999-2776;VISBY HAMNEN;;
M-2000-2129;VISBY HAMNEN;;
M-2009-2804;VISBY HAMNEN;;
M-1999-8;VISBY HAMNEN AXELS TIVOLI;;
M-1995-2086;VISBY HAMNEN ÖLTÄLTET;;
M-1996-943;VISBY HAMNPLAN;;
M-1997-3152;VISBY HAMNTERMINALEN;;
M-1998-3105;VISBY HAMNTERMINALENS SERVERING;;
M-1996-327;VISBY HANGARVÄGEN;;
M-1997-1211;VISBY HANSA BAR;;
M-1997-995;VISBY HANSA PUB & RESTAURANG;;
M-1997-1067;VISBY HANTVERKET;;
M-1998-2647;VISBY HANTVERKET;;
M-1990-1035;VISBY HAVSBAD;;
M-1990-1230;VISBY HAVSBAD;;
M-1990-2086;VISBY HAVSBAD;;
M-1998-1858;VISBY HAVSBAD;;
M-1997-2794;VISBY HEGGEN;;
M-2006-668;VISBY HELGEANDSHUSET2;;
M-2006-4078;VISBY HELGEANDSHUSET2;;
M-2000-3431;VISBY HEMKÖP;;
M-1995-831;VISBY HENRYS BAR;;
M-1995-2554;WISBY HOTELL;;
M-1991-878;WISBY HOTELL AB;;
M-1992-471;WISBY HOTELL AB;;
M-1991-545;WISBY HOTELL VISBY;;
M-1997-152;VISBY HOVTÅNGEN;;
M-1999-1822;VISBY HSC GOTLAND;;
M-1995-2354;VISBY HUS 27 MELLANG 23 VISBY;;
M-1995-2748;VISBY HUS NR 27 MELLANG 23 VISBY;;
M-1999-600;VISBY HYPOTEKET;;
M-1998-2646;VISBY HYVELN;;
MHN-2014-1407;VISBY HYVELN;;
M-1998-1891;VISBY HYVELN 11 D A HYVELN 12 O 16;;
M-1997-1209;VISBY HÄGGEN;;
M-1998-2322;VISBY HÄGGEN;;
M-1999-550;VISBY HÄGGEN;;
M-1999-2417;VISBY HÄLLARNA & VISBORGSSLÄTT;;
M-1996-2663;VISBY HÄLLARNA VISBORGS SLÄTT;;
M-2008-462;VISBY HÄSTEN 1 OCH BÄVERN 2;;
M-1998-3070;VISBY HÄSTGATAN;;
M-1996-229;VISBY HÄSTNÄS;;
M-1996-2505;VISBY HÄSTNÄS L:A 1:13;;
M-1998-1621;VISBY HÄSTNÄS L:A 1:13;;
M-1997-217;VISBY HÄSTNÄS L:A 1:65/BN 970009;;
M-1998-941;VISBY HÄSTNÄS SLAMLAGRING;;
M-1998-1992;VISBY HÄSTNÄS STORA 1:1 1:3 1:5;;
M-1999-832;VISBY HÄSTNÄS STORA 1:1, 1:3 MFL;;
M-1998-2817;VISBY HÖGSKOLERESTAURANGEN;;
M-1989-1671;VISBY INNERSTAD;;
M-1989-1906;VISBY INNERSTAD;;
M-1989-1932;VISBY INNERSTAD;;
M-1989-1984;VISBY INNERSTAD;;
M-1989-2029;VISBY INNERSTAD;;
M-1992-1918;VISBY INNERSTAD;;
M-1993-1713;VISBY INNERSTAD;;
M-2000-3117;VISBY INNERSTAD;;
M-2000-3133;VISBY INNERSTAD;;
M-2000-3135;VISBY INNERSTAD;;
M-2008-3387;VISBY INNERSTADEN;;
M-1997-2064;VISBY INTRON SERVICE AB;;
M-1996-2637;VISBY ISHALLEN;;
M-1997-1602;VISBY ISHALLEN;;
M-1999-1692;VISBY ISHALLEN;;
M-1999-2306;VISBY ISHALLEN;;
M-1998-569;VISBY ISOLA BELLA;;
M-1995-1190;VISBY JERNET;;
M-2008-460;VISBY JUNGFRUPARKEN;;
M-1996-853;VISBY JUNGMANSGATAN;;
M-1997-25;VISBY JUNGMANSGATAN;;
M-1996-2067;VISBY JÄRNVÄGEN 5/BN 96-0404;;
M-1997-615;VISBY JÄRNVÄGSGATAN;;
M-1996-917;VISBY KABYSSEN;;
M-1997-359;VISBY KAFFESTUGAN;;
M-1996-115;VISBY KANONEN 1-4;;
M-1996-710;VISBY KANONEN 1-4;;
